,Comentario
2219,"Encuentras de TODO! desde el mamut enorme hasta carrozas de los años 50, si te gusta la historia y cosas antiguas este es el lugar ideal"
2220,Esta genial
2221,"Estan remodelando y esta bien le hace falta, es un buen lugar para ampliar el acervo cultural con diferentes temas."
2222,"Un interesante lugar histórico, todas las exposiciones son muy interesantes y el edificio esta muy bien conservado."
2223,Una lástima de dinero gastado en una museografía con poco sentido. Obras importantes no están bien expuestas.
2224,"Muy bien lugar para visitar con la familia, cultivar la mente de nuestra cultura"
2225,Hermoso museo para visitar y tomarse una que otra foto agradable
2226,Esta muy padre!! Mucha variedad
2227,"Bonito lugar para conocer, tanto su arquitectura como el contenido que tiene el museo."
2228,"Excelente lugar para visitar, los sábados la entrada es gratuita. Si eres de Guadalajara creo que es una visita obligada..."
2229,"Recomendable la.visita al museoregional de guadalajara, amplia variedad de piezas y objetos, muy interesantes para aprender sobre la historia y tradicion de esta ciudad."
2230,Muy buenas pinturas y fósiles. Deberían de hacer más promoción hay cosas muy interesantes para que los niños y jóvenes los conozcan.
2231,Muy silencioso. .la arquitectura hace pensar que estas en la época que se construyó ..bello.
2232,"Hoy 9 de marzo esta cerrado, espero que lo abran pronto."
2233,"Que hermoso lugar, es increíble 😱😁"
2234,Es un museo federal muy completo y vale la pena visitar sobre todo la sala prehispánica.
2235,"Excelente museo, dedícale por lo menos 2 horas. Hay entrada libre a estudiantes con credencial vigente."
2236,"El personal es muy amable aunque es algo complicado orientarse, solo te indican por dónde empezar el recorrido"
2237,Excelente lugar para conocer la historia de jalisco y algunas exposiciones temporales
2238,"Muy buen lugar para llevar niños , sólo falta personal para las exhibiciones"
2239,Todo es muy interesante solo que ahí muchos espacios vacios o al menos cuando yo fui no todo el lugar lo puedes recorrer asi que deberían de meter mas cosas.
2240,"Increible lugar, muy interesante, limpio excelente para ir a disfrutar de algo de historia"
2241,Me parecio muy interesante muy ordenado en especial la atencion del personal q ahy trabaja es muy buena.
2242,"Es un buen lugar para ir de visita y conocer un poco de historia, hay muchas cosas que ver ."
2243,Muy interesante lugar
2244,"Un lugar lleno de historia y cultura, amigable, amplio y fácilmente transitable, los domingos es totalmente gratuito"
2245,"Es interesante conocer el pasado histórico no sólo de este lugar, también de nuestra civilización, hay geniales colecciones contemporáneas e históricas que vale la pena contemplar."
2246,Increible edificio! Puedes observar el patio central desde el segundo piso y se siente una serenidad increible! Aprovechen de visitarlo el Domingo ya que es Gratis!!
2247,"Muy buena exhibición de la historia de nuestra ciudad y de nuestro pais! Artesanías, objetos antiguos usados por personajes importantes,  fósiles, etc."
2248,Bellísimo lugar para visitar hasta en familia para los niños es emocionante
2249,"Muy padre, excelente para llevar a los niños sobre todo para que vean la osamenta del mamut"
2250,Muy impresionante
2251,"Es pequeño pero lleno de cosas que forman parte se la historia, definitivamente tienen que ver loa huesos de mamut."
2252,Está bien para ir solo una vez y nunca está al 100% de estructura pero están bien las pinturas y los fociles.
2253,"desde armaduras coloniales, armas de percusion, cerrojo e incluso un esqueleto de mastodonte preservado en perfecto estado, punto obligado para turistas ya que la entrada es gratuita todo el año"
2254,El museo es un lugar que no debe faltar en su estancia en Guadalajara.
2255,Me encanta pero cuándo volverán a abrir
2256,Excelente  lugar para obtener conocimiento e increíble colección de objetos antiguos.
2257,Un lugar pequeño de mucha tradicion en el centro de guadalajara. Exposiciones permanentes. El mamut de santa catarina. Las calandrias de diferentes personalidades del siglo 18.
2258,"Estudiantes entran gratis, pregunten por otras promociones. Si quieren tomar fotos con celular o camara tienen costó extra"
2259,Muy agradable lugar para aprender un poco de historia. Hay un mamut reconstruido.
2260,"Porque de todas las salas a las que puedes entrar solamente pudimos entrar a 3 no te aclaran bien cuando llegas a pagar a la taquilla solamente nos dijeron ""UNAS SALAS ESTÁN CERRADAS"" es una perdida de tiempo y dinero que vayan."
2261,"Lugar emblemático de Guadalajara, actualmente se encuentra en remodelación, sugeriría guías o folletos para sacar el máximo provecho a la visita al museo"
2262,Excelente lugar para llevar a los niños a conocer la historia.
2263,"Excelente lugar, si quieren tomar fotografías con cámaras profesionales tiene un costo de $45 pesos."
2264,"Hay muchas áreas cerradas, hace tiempo era más extenso el recorrido"
2265,Me encanta el edificio y los eventos culturales que ahí se realizan.
2266,Personalmente mi museo favorito de GDL. Con exposiciones bien reservadas y terminas descubriendo curiosidades que ni sabías que existían en México.
2267,Muy interesante pero sin recorrido no sabes cómo ver las cosas
2268,Esta muy bien pero a la fecha de este comentario tiene una pequeña área en remodelación
2269,Un lugar con mucha historia. Muy recomendado para conocer la historia de la ciudad y sus alrededores.
2270,"La mayoría de objetos y pinturas expuestas no tienen descripción, ni hay personal que aclare dudas."
2271,"Es muy pequeño pero cuenta con zonas interactivas,  e instalaciones limpias y frescas"
2272,"Un lugar muy bien cuidado,  muy limpio y el mamut lo tienen en excelentes condiciones"
2273,"Muy buenas exposiciones, un lugar verdaderamente mágico, actualmente en remodelación para su centenario en el 2018"
2274,Visite el museo con mi hijo de 13 años y fue muy educativo y agradable.
2275,Un museo regional con más de 200 años de historia muy bueno para ir y bañarte de conocimiento de la cultura mexicana
2276,"Esta muy genial, padres lleven a sus hijos. Es bueno conocer de  historia"
2277,Es un lugar repleto de historia . De verdad que agradan estos lugares . Para conocer de Jalisco recomendable .
2278,"Me inspira cada ves que lo visitó y me hace recordar nuestra historia , tradición y costumbres,  No dejen de hacer una visita pero Tómese su buen tiempo ya que de prisa sólo pasarán sin conocer."
2279,"Tienen todo muy bien cuidado y organizado, además el personal es muy amable e informado"
2280,"No está tan bueno, hay mucho espacio desaprovechado y cobran. Hay mejores museos y con entrada libre."
2281,Precioso
2282,5 estrellas por el mamut. Buen punto de referencia local. Buena opción para visitar un fin de semana
2283,Muy bonito lugar para conocer un poco de la historia de como se fundo Guadalajara
2284,Un sitio lleno de cosas fabulosas!
2285,"se notan muy descuidadas las exposiciones, muy polvosos algunos artefactos y el precio me parece demasiado caro para lo que se exhibe"
2286,Muy buen museo algo corto pero buena calidad
2287,"Muy céntrico, fácil de llegar. El personal muy amable. Muchas cosas que aprender."
2288,Lo mas particular es un esqueleto de un Mamut encontrado en la región.
2289,El museo esta demasiado completo lo unico ademas que es gratis lo unico malo es que a veces no abren todas las areas.
2290,"Me gustan los museos, sobre todo las construcciones antiguas, muy bonito y limpio."
2291,Excelente lugar para los niños
2292,"Es un buen museo, largo de recorrer, les llevará un par de horas"
2293,Bonito lugar histórico y muy bien conservado.
2294,Está muy bien conservado.
2295,"Fascinante lugar, un salto en el tiempo, lo único en contra es que no siempre se encuentran abiertas todas las salas."
2296,aquí me informo de la historia preispanica asta lo que Hera el sistema catolico romano
2297,Museo de la ciudad que acaba que ya tiene más de 100 años. Un paseo a través de la historia de la región que comienzas desde el edificio.
2298,La exposición de los primeros habitantes de Jalisco muy bien montada y apta para niños
2299,"60$ el acceso, pocas exposiciones con algo de historia de la región. Lo más sorprendente es un esqueleto enorme."
2300,Esta muy bien conservado buena historia de laos objetos que ahi hay
2301,Ir al museo te recuerda todo lo que nuestros ante pasados vivieron y lucharon para que hoy nosotros fuéramos libres
2302,Muy bien pero no lleven niños pequeños como yo. No los deja disfrutar bien
2303,Exelente lugar y sin costo
2304,Muy interesante todo el contenido del museo... de lo mejor el mamut.
2305,Esta muy bien cuidado y la gente es muy amable
2306,Muy bonito museo sin duda un lugar que tienes que visitar al conocer Guadalajara!
2307,Un museo que desde su arquitectura te enamora. Recomiendo pagar los $45 para tomar fotos.
2308,No tienen explicación de nada de lo que se muestra. mi hija me dijo que se le hizo muy aburrido precisamente por eso...
2309,"Buen museo, el mamut es magnifico, el Lugar es histórico en si. Acceso económico"
2310,"Le falta más cosas , no se habren todas las salas que porque no hay personal , solo en México se ve eso"
2311,Muy Bello w
2312,Un lugar excelente para conocer la historia de ese bello Estado de Jalisco
2313,"Lamentablemente lo visitamos en proceso de restauración pero por lo que alcanzamos a ver, muy interesantes sus exposiciones."
2314,"Es un excelente lugar, con mucho que ver. Con una estructura preciosa"
2315,"Muy buena atención y locación, recomendación mayor información"
2316,Buen museo y museografía. Un poco complicado de recorrer. No sabes por donde.
2317,A dentro del museo hay muchas puertas cerradas y muy descuidado
2318,"Muy completo, recién remodelado, un edificio espléndido de la época colonial y con muy buenos murales"
2319,Estaba cerrado en domingo.
2320,"Aunque las exhibiciones permanentes son interesantes, se queda un poco corto en la manera de presentarlas y en la inclusión de nuevas exhibiciones."
2321,Genial para visitar y conocer la historia de nuestro estado y país
2322,El echo que los fines de semana tengas acceso libre y podamos conocer algo más de nuestra cultura lo recomiendo
