,Comentario
136,"Me encanto no se lo pueden perder el lugar es increíble, por cierto que antes de entrar al recorrido no olviden pedir su información del sitio en la entrada, además hay un video corto que lo explica lo básico sobre el templo mayor, el recorrido hermoso, el museo super interesante y aún Ke es un poco oscuro resulta hermosa la presentación de todos los artefactos expuestos. La tienda un poco cara pero muy buena y hay de todos los precios. Los niños con credencial no pagan y la entrada general 75 pesos y si acaso necesitas tripie 50 pesitos más y listo."
137,"Pues me quede sorprendido 😲 es gratis y esta muy bien remodelado el recorrido toma completo junto con el museo aproximadamente una hora y media una excelente calidad en la distribución y en las  exposiciones, lo recomiendo ampliamente, les pongo mi recorrido completo"
138,"Excelente lugar para visitar, tiene un costo de admisión de $80 pesos, tiene una amplia galeria con la cual me entretuve algún rato."
139,"Excelente museo, es una lástima que la conservación, apreciación y restauración  del lugar tengan poco tiempo de iniciados, me sorprende que algunas partes aún conserven su color original. Creo que el recorrido debería  iniciar del lado contrario para comenzar con la etapa I de Tenochtitlan y agregar más información acerca de esta maravillosa civilización.

Deberían agregarlo  como partícipe a la noche de museos"
140,como puede ser que después de 4 años no le pidan quitar la estructura metálica.
141,"Es un museo realmente histórico, que pisaron los hombres y mujeres de los que descendemos, la antropología como ciencia holística nos ayuda a comprender mejor este proceso histórico, la entrada es gratis para estudiantes, no dejan pasar alimentos, cámara sin flash."
142,"Maravilloso

Alguna vez se han preguntado ¿ qué habrá bajo el centro histórico? Pues parte de la respuesta la tenemos a unos pasos de la catedral, los vestigios de una cultura perdida en el olvido por la población en general.

Este museo además de ser didáctico, muestra la historia de la cultura mexica y la hazaña realizada al poblar un sitio rodeado de agua, nos muestra la genialidad y el inicio del comercio como lo tenemos hoy en día.

Si queremos entender los errores y analizar el mal presente que tenemos debemos comprender el pasado y este museo nos da mucho a analizar.

El museo y el recorrido por la zona tiene un costo pero me parece que los días domingos el acceso es gratuito para toda la familia, atreveré a hacer el hermoso recorrido por las pocas ruinas exploradas y acepta el reto de aventar una moneda a un pozo prehispánico que, según la leyenda piensas en un deseo y si logras que tu moneda se introduzca tu deseo se cumplirá, yo lo logre y tú ¿podrás?"
143,Un lugar para ver las ruinas de como era el templo.
144,"El museo está muy bien organizado el recorrido inicia con la excavación y exposición de las ruinas del templo mayor, a lo largo del recorrido puedes encontrar explicaciones sobre las diferentes etapas de estás ruinas historicas. conforme avanzas puedes entrar al museo de templo mayor que está muy bien organizado iluminado y cuenta con toda la información necesaria para aprender sobre este periodo de la historia de México"
145,"Realmente el estar en este sitio te remite a reflexionar, pensar e imaginar cómo vivieron los antiguos habitantes de la gran Tenochtitlán, es un museo con muchos vestigios y basamentos descubiertos en esta zona conocida como el templo Mayor, lugar obligado que tienes que conocer si visitas la bella Ciudad de México...🇲🇽!"
146,"Excelente Museo. Desde el descubrimiento accidental de la diosa Coyolxauhqui por los trabajadores de la Compañía de Luz y Fuerza del Centro, el 21 de Febrero de 1978 (Hace 40 años), se puso en marcha el 20 de Marzo de ese año, el Proyecto del Templo Mayor por parte del INAH (Instituto Nacional de Antropología e Historia), en una superficie de 12,900 m2. Aunque ya Manuel Gamio (1883-1960) había descubierto en 1914 algunos de sus vestigios.

Actualmente el Museo exhibe piezas y construcciones únicas, que recomiendo ampliamente sean visitadas por nacionales y extranjeros. La magnificencia de sus acabados y sus impresionantes diseños son dignos de conocerse.

Mención especial requiere la Casa de las Águilas contrucción realizada entre 1430 y 1500 d.C. Con sus detalladas banquetas labradas en piedra, que requieren idealmente unos buenos prismáticos o un telefoto para admirar sus detalles.
El patio norte con sus construcciones superpuestas y el Tzompantli ubicado al norte del Templo Mayor simboliza con su representación en piedra y estuco de sus 240 cráneos la región de los muertos (Mictlán o Mictlampa).

Recomiendo zapatos cómodos, cámara con suficiente pila, memoria o rollos. En el interior del Museo se permite tomar fotos sin flash."
147,"Es algo muy básico, la verdad se me hace un poco aburrido, pero me gusta mucho lo que está escrito en la pared de cuando llegaron los colonizadores."
148,"Es un lugar increíble para poder aprender sobre la historia de nuestro México prehispánico.

El museo está muy bien estructurado y explicado.

No se permite el acceso con mascotas, alimentos y otros objetos, por lo cual, en la entrada, un policía revisa tu bolsa o mochila.

Personas que presenten credencial de estudiante, Inapam y otras instituciones; su entrada será gratuita.

De otro modo, la entrada general cuesta $70."
149,"Una grandiosa experiencia. Una pequeña muestra de la grandeza de nuestro pasado prehispánico. Los servicios son excelentes, y se estructuro una gran museografia. La entrada es por demas accesible solo 27 pesos, que en verdad me parece un precio no módico, sino ridículo. Sin embargo agradezco que un museo como éste se encuentre al alcance de todo el mundo. Una felicitación al INAH por el trabajo que han hecho para establecer el museo enmedio de la urbanización de una caótica Ciudad de México."
150,"Aprendiendo nuestra cultura y pasado , te transportas en el tiempo"
151,"Un lugar místico, se siente la energía que los primeros habitantes del Valle de México, aún se ven vestigios de la grandeza que sorprendió a los españoles.
Lugar muy recomendable para visitar en familia,"
152,"Un maravilloso recorrido por la historia y por las magníficas figuras encontradas a través del tiempo. Excavaciones, pinturas, imágenes, construcciones. Diversos temas de interés para todos!"
153,"Es un museo maravilloso con ruinas arqueológicas en pleno centro histórico, es un recorrido bellísimo en la historia de La Ciudad, con un excelente museo que vale totalmente la pena, con excelente museografía, fichas y hermosas piezas que hacen entender más la historia, nuestra historia. Es altamente recomendable para dar un paseo y tomar fotografías. Aquí podrás conocer además la historia de algunos monolitos que se encontraron en las excavaciones de obras de la ciudad, que hoy engalanan nuestros museos; al menos en el del Templo mayor podrás admirar el increíble monolito a Tlaltecuhtli."
154,"Excelente!, espectacular, me encantó el museo.
El lugar tiene muy buena fluidez, informacion clara, visitas guiadas, el domingo la entrada es gratuita sólo para mexicanos, sanitarios limpios.
El unico es que hay que mejorar el camino que recorre el templo ya que algunas partes están muy gastadas y hay que levantar el barandal de protección  porque si existe el riesgo de caerse."
155,"Me gustó bastante  este lugar
En la entrada se ven los restos del templo mayor
Y el museo cuenta con 8 salas de exposición"
156,Un lugar muy interesante para visitar si estar de visita en el centro de CDMX pues encontrás historias muy interesantes de las culturas precolombinas de estis sitios. Tiene un museo donde podrás ver todo sobre esta civilización. Es súper recomendado ir a este sitio pues hace parte de tu visita por el centro de la ciudad. Cabe resaltar que esta es una pirámide que estuvo mucho tiempo bajo tierra la historia es muy buena.
157,"Un excelente lugar para conocer más sobre nuestra cultura, si visitas la ciudad e México no puedes dejar de visitarlo. Además la vista desde el museo es exquisita!!"
158,"Una experiencia como ninguna otra, al detenerse para observar y admirar las ruinas que antes del museo ahí se encuentran.
Una vez dentro del museo, comprenderás el porque de cada pieza, y si lees los apartados de las ruinas, te darás cuentas que piezas hacen falta y que están dentro del museo."
159,Los Arqueólogos han hecho un excelente trabajo de restauración de todo el lugar para que todo mundo pueda admirar lo grandioso de nuestros antepasados. Muy recomendable visitar éste sitio
160,Un recorrido sobre el grandioso pueblo nativo antes de la conquista de los españoles. El recorrido cuesta $70 y se observan los retos del Templo Mayor y hay un meso de 8 salas donde se explica todo aquello que hacía a los Mexicas una cultura única.
161,"Es increíble que solo queden pocos restos de un gran pasado, no solo arquitectónico, sino cultural en si, de la civilización mexica. Realmente hace mucha falta darle algunas renovaciones al trayecto entre las ruinas, pero el museo es fabuloso. Me encantó conocer la parte ""nueva"" que se descubrió recientemente."
162,"Museo muy completo, preferente ir con gorra y lentes para no quemarte con el sol, tiene mucha variedad de piezas y la zona arqueológica es algo grande. Excelente lugar."
163,"Muestra la gran capacidad arquitectónica de las culturas pre-hispánicas. Visita sin desperdicio, seguida de la visita al museo, para finalizar con excelente comida en el Restaurante de la terraza con vistas espectaculares. La ""michelada"" no puedes dejar de probarla."
