,Comentario
2071,"Colecciones de muy buena calidad y para quien no se conforma con las fotos o videos un rato de cosas ""REALES"" SE AGRADECE."
2072,"Me gusto, es bastante interesante, nos deja ver en las exposiciones detalles de las diferentes culturas."
2073,Un gran museo sobre las civilizaciones y culturas del mundo
2074,Un museo muy interesante
2075,"Excelente museo, solo hiba a ver que exposiciones tenia y fui adentrando hasta recorrerlo todo muy buenas salas con un sin fin de culturas y ciclos. Recomendable."
2076,No pueden perdérselo está increible. La exhibición de playmobil es genial!
2077,Muy bonito museo para conocer un poco de las diferentes culturas
2078,"Muy buenas exposiciónes , es gratuito no debes perdertelo"
2079,"Si no tienes o se te acabaron los planes en el centro, este es un buen lugar para visitar. El edificio es muy bello y las exposiciones están muy bien instaladas con buena información y ambientación"
2080,"Un lugar histórico y cultural que no puede faltar en tu recorrido, con exposiciones mundiales y grandes historias de nuestro México. La entrada es gratuita"
2081,Genial... tienen q visitarlo.. mas n estas fechas.. habrá  ofrendas y mas mas cultura 😍😍😍👌🏻
2082,Excelente museo 🏛 sus exposiciones son muy interesantes. También tienen talleres. Vayan con sus pequeños.
2083,"Excelente la selección de exposiciones del Museo, el espacio exterior cuenta con zonas verdes donde pavoreales y xolos están libres"
2084,"Visítanos la sección de China y del Mediterráneo, aunque había poca gente se puede disfrutar de todas las galerías. Se agradecería un poco de información o mapa del sitio."
2085,Un lugar bastante tranquilo dentro del caos del centro de la ciudad
2086,Muy interesante si quieres conocer más acerca de culturas antiguas
2087,"Un lugar muy bonito, me tocó la exposición por el día de muertos."
2088,Muy interesante lo expuesto en sus diferentes salas costo muy accesible
2089,Excelente lugar y muy interesante
2090,El lugar es bonito los guardas de la entrada super amable pero la mujer q estaba dentro de las instalaciones era terriblemente mal educada y grosera.
2091,"Super hermosos lugar, arte y expos increíbles 🙌🏻
Totalmente vale la pena asisitir a este lugar si visitas la ciudad"
2092,"Exhibe exposiciones simultáneas, también es acceso a Palacio Nacional, excelente opción para estar todo el día."
2093,Qué bien cuidadas están las colecciones. Es increíble que trabajen tan bien con el presupuesto que reciben.
2094,Muy bien lugar para visitar y los días domingo la entrada es libre!
2095,"Hermoso edificio del porfiriato, alberga una gran cantidad obras de arte."
2096,"Difícil disfrutarlo en un solo día, valen mucho la pena las  exposiciones actuales"
2097,Excelente lugar. Siempre hay exposiciones únicas. El servicio del personal es de primera. Exposiciones como el vudú y ahora exvotos son la evidencia de las grandes exposiciones.
2098,Un excelente lugar para conocer un trocito de cultura de otro lugares del mundo sin salir de México.
2099,"En un gran esfuerzo bien logrado por poner buenas exposiciones, en un edificio histórico precioso."
2100,"Increíble lugar detras de Palacio Nacional.
Siempre es grstis la entrada
En el centro de CDMX."
2101,"Es un excelente museo a espaldas de palacio de gobierno, definitivamente es un lugar que no puedes pasar de largo"
2102,"Bonito lugar donde se habla de las civilizaciones antiguas o agrícolas, muy buena explicación."
2103,Me gusto mucho ! Son muy atractivas sus salas de exposición claro los objetos y piezas en exposición son bellísimo
2104,Son Lugares que no te cuesta nada visitar
2105,"Gran museo, para conocer acerca de las culturas del mundo antiguo."
2106,"Grandioso museo donde se puede aprender de cultura, arte, escultura etc. De diferentes países del mundo..!"
2107,Está muy completo. Recomiendo visitarlo ampliamente. La entrada es gratuita.
2108,"Pocas cosas pero sustanciosas,ya que los espacios no son muy gdes vale la pena visitar"
2109,"Un lugar súper interesante, tiene.muchas salas por  recorrer"
2110,"Fue una exposición muy buena, llena de historia, arte y tradiciones."
2111,Maravilloso lugar para llevar a los niños y conozcan más acerca de otras culturas
2112,Una actividad muy completa para conocer y entender sobre las diversas culturas del mundo.
2113,Excelente lugar si te encuentras en el centro de la ciudad además es gratuito
2114,"Muy bueno, como todos los museos de la CdMx, recomiendo al cien visitarlo."
2115,Un lugar increible bien lo dice su nombre muchas culturas en lo particular lo recomiendo para toda la familia
2116,Tienen exposiciones excelentes! Protocolos de covid y baños limpios.
2117,Lugar para encontrar diferentes culturas y reencontrarse a sí mismo.. con sus diferentes salas en constante cambios de exhibición muestra diferentes puntos de vista
2118,Muy bello recinto y las exposiciones temporales son muy buenas
2119,Excelentes exhibiciones!
2120,"Buena organización y las instalaciones están bien, hay seguridad en cada sala."
2121,Me pareció muy bien todo y hay baños muy limpios por cierto y está muy fresco ..
2122,"Muy buena atención, las salas limpias y todo muy agradable"
2123,"El museo es interesante, bien cuidado, abierto a propuestas y muy dinámico.
Las salas son increíbles; todas tienen información y una exposición de objetos bastante interesantes.
Los eventos son maravillosos, sin embargo les hace falta una mejor planeación.
En línea tienen una página cuidada y atenta.
El acceso es gratuito todos los días; una actividad interesante que va a nutrir."
2124,"Este museo es bastante interesante, además de que es gratuito. Tiene una gran variedad de salas y todas son muy buenas. Súper."
2125,"muy grande y con varias exposiciones temporales, pero el acceso a las salas está mal diseñado"
2126,Muy bonitas exposiciones para conocer las diferentes culturas de otros paises.
2127,"Buen lugar y en pandemia abierto.
Falta señalamiento para las diferentes salas, pero buen sitio para visitar"
2128,Mi museo favorito. Me encantan los talleres y todas sus actividades
2129,Muy buena e interesante exposición de diferentes culturas
2130,"Buenas exposiciones, los domingos la entrada del s gratuita, vale mucho la pena darse una vuelta y conocerlo."
2131,"Uno d elos mejores museos para ocnose las 5 grandes culturas que exponen actualmente, muy recomendado"
2132,"Muy hermoso, buenos recorridos"
2133,"Un museo con información de varias culturas, pasando por China, Japón, Persia, Egipto, Sumeria, Grecia, etc. Además de una en específico sobre México, cuenta con una tienda de regalos, y obviamente baños. El único punto malo es que, por lo que pude ver, los guardias no estan muy preparados para atender a visitantes extranjeros que siendo una zona turística es de extrañar."
2134,Maravilloso acercamiento con la cultura y el arte de México y otras naciones ❤️
2135,Muy buena atención por parte de los policías y la seguridad.
2136,"Buen museo, es gratuito y buenas exposiciones, ir con calzado cómodo."
2137,"Sorpresivo, lo encontramos de casualidad, hermoso edificio, gran muestra de asia,, africa Grecia y Egipto."
2138,Muy buen lugar para conocer las diferentes culturas del mundo.
2139,"Excelentes exposiciones y excelente recinto, lo mejor de todo es que es gratuito."
2140,"Buen lugar para prender sobre las culturas asiaticas, pero las exhibiciones son muy pequeñas"
2141,Me gustó visitar correo mayor mucha mercancía para comprar encuentra uno de todo!!!
2142,Muy interesante sobre todo el espacio dedicado a países asiáticos.
2143,"Es un museo muy grande, tiene muchas salas y exposiciones temporales, les recomiendo ir temprano yo fui temprano y no me dio tiempo de visitar todo el lugar, también puedes apreciar la arquitectura y  pinturas del lugar. No tiene estacionamiento, te recomiendo ir en transporte público porque es difícil estacionarse por la zona, sobre todo en época decembrina."
2144,"Inaugurado como Museo Nacional en 1865 por Maximiliano de Habsburgo en la Antigua Casa de Moneda, el actual Museo Nacional de las Culturas ofrece un recorrido cronológico y material por la antigua Mesopotamia, Egipto, Grecia, etc.

El antiguo edificio que albergó la Sala de Monolitos es un lugar muy recomendable de visitar en el Centro Histórico de la CDMX."
2145,"Museo ubicado sobre la calle de Moneda, atrás de Palacio Nacional. Como su nombre lo indica, mediante diversas exposiciones muestran las características culturales  (presentes y pasadas) de diversos pueblos alrededor del mundo. Las salas son pequeñas, pero contienen datos, objetos y pinturas representativas de esa cultura."
2146,"Excelente lugar para visitar, sin cobro por entrada y las exposiciones de muy buena calidad"
2147,UN LUGAR MUY BONITO.EN CDMX. EN EL ZOCALO CENTRO HISTORICO.26 NOVIEMBRE 2021.
2148,"Es gratuito, es ir con tiempo ya que son varias salas para así poder apreciarlas de mejor manera"
2149,"excelente museo, exposiciones entretenidas. Buen lugar para pasar tiempo en pareja o familia"
2150,"Es un lugar impresionante, ni que decir de las exhibiciones."
2151,Hermoso en excelentes condiciones! Entrada gratuita los domingos. Talleres con visita guiada gratuitos. Realmente vale la pena.
2152,"Un museo indispensable conocer del centro histórico de la ciudad de México, tiene gran cantidad de obras originales de todos los continentes , cuenta con sin número de talleres , conferencias, charlas y exposiciones temporales destacando también por piezas de origen prehispánico y una biblioteca con libros de las culturas del mundo,"
2153,Muy bonito e interesante museo
2154,"Están bien el museo lo recomiendo, vayan a ver."
2155,Un lugar muy agradable y exposiciones increíbles.
2156,Me gusto la guía que nos dieron aún que fue rápido fue interesante
